block_id,section_id,date,maintenance_type,planned_start,planned_end,planned_duration_min,required_asset_type,priority,weather,actual_duration_min,overrun_min,overrun_flag
B13359,BMT-SJVP,2025-10-20,Track Repair,23:00,01:40,160.9,Tamping Machine,Low,Clear,172.5,11.6,1
B14829,BOP-NPMR,2025-10-20,Points Renewal,01:00,04:32,212.0,Rail Crane,Low,Clear,187.0,-25.0,0
B03099,BOI-DBP,2025-10-20,Ballast Renewal,22:00,01:20,200.4,Ballast Regulator,Low,Clear,205.9,5.5,0
B10662,MMG-NBE,2025-10-20,Ballast Renewal,02:00,05:04,184.3,Ballast Regulator,Medium,Clear,191.4,7.1,0
B01813,KNR-NH,2025-10-20,Track Repair,01:00,03:03,124.0,Tamping Machine,Medium,Clear,114.0,-10.0,0
B14601,MMG-NBE,2025-10-20,Signal Maintenance,00:00,01:37,98.0,Tower Wagon,Medium,Clear,93.1,-4.8,0
B11386,DSB-NDLS,2025-10-20,OHE Maintenance,01:00,03:08,128.0,OHE Maintenance Special,Low,Clear,133.3,5.3,0
B09033,MS-TBM,2025-10-20,Track Repair,00:00,02:46,167.0,Tamping Machine,Low,Fog,181.0,14.0,1
B12322,BCK-DUAN,2025-10-21,Points Renewal,22:00,01:23,203.2,Rail Crane,Low,Clear,234.7,31.5,1
B00781,HPL-MLYA,2025-10-21,Rail Welding,03:00,04:33,93.9,Rail Crane,Low,Fog,96.7,2.8,0
B01168,MMG-NBE,2025-10-21,Rail Welding,02:00,03:45,105.9,Rail Crane,Medium,Clear,107.9,2.0,0
B04248,DSNR-TPKR,2025-10-21,Rail Welding,23:00,00:35,95.4,Rail Crane,Low,Clear,73.4,-22.0,0
B14574,DOS-SSM,2025-10-21,OHE Maintenance,01:00,03:16,136.6,OHE Maintenance Special,Low,Heavy Rain,132.9,-3.7,0
B01897,MSAE-NBAE,2025-10-21,Rail Welding,02:00,03:33,93.3,Rail Crane,Low,Light Rain,92.7,-0.6,0
B05530,SRR-TCR,2025-10-21,Track Stabilization,02:00,04:56,176.8,Dynamic Track Stabilizer,Low,Clear,195.8,19.1,1
B09818,ABU-VLK,2025-10-21,OHE Maintenance,01:00,03:54,174.3,OHE Maintenance Special,Low,Clear,178.2,4.0,0
B09347,BSL-JL,2025-10-21,Ballast Renewal,02:00,05:10,190.3,Ballast Regulator,Medium,Clear,181.0,-9.3,0
B09841,BSLA-LBTL,2025-10-21,Rail Welding,02:00,03:37,97.6,Rail Crane,Low,Clear,128.9,31.3,1
B11142,DOS-SSM,2025-10-21,Rail Welding,01:00,02:08,68.7,Rail Crane,Low,Fog,91.8,23.1,1
B08060,CQR-GGV,2025-10-21,Points Renewal,04:00,07:37,217.1,Rail Crane,Low,Light Rain,262.8,45.7,1
B09325,BHS-BPL,2025-10-22,Track Repair,23:00,01:14,134.4,Tamping Machine,Low,Clear,152.6,18.1,1
B08174,FLU-HBE,2025-10-22,Track Stabilization,22:00,00:20,140.6,Dynamic Track Stabilizer,Low,Clear,132.1,-8.4,0
B03784,DNHL-SHBC,2025-10-22,Track Stabilization,02:00,04:15,135.5,Dynamic Track Stabilizer,Low,Clear,169.9,34.4,1
B10863,OYR-UDL,2025-10-22,Track Stabilization,22:00,00:19,139.8,Dynamic Track Stabilizer,Low,Clear,147.3,7.4,0
B00350,DSB-NDLS,2025-10-22,Track Stabilization,23:00,02:55,235.6,Dynamic Track Stabilizer,Low,Clear,227.6,-7.9,0
B02602,BYT-R,2025-10-22,Points Renewal,00:00,02:50,170.2,Rail Crane,Low,Clear,214.1,43.8,1
B07378,KUR-PURI,2025-10-22,Track Stabilization,01:00,03:49,169.8,Dynamic Track Stabilizer,Low,Clear,166.4,-3.4,0
B01720,KGG-MNE,2025-10-22,Signal Maintenance,01:00,02:45,105.5,Tower Wagon,Low,Clear,120.2,14.7,1
B02754,BWN-GRP,2025-10-22,Points Renewal,22:00,01:17,197.1,Rail Crane,Low,Clear,227.1,30.1,1
B00520,BZL-DKAE,2025-10-22,Track Stabilization,22:00,00:05,125.6,Dynamic Track Stabilizer,Low,Clear,129.9,4.3,0
B11403,CDP-TKNR,2025-10-22,Points Renewal,02:00,04:46,166.5,Rail Crane,Low,Clear,149.2,-17.3,0
B13692,BRP-MAK,2025-10-22,Rail Welding,00:00,01:41,101.1,Rail Crane,Medium,Clear,99.9,-1.2,0
B03903,MSL-SNHT,2025-10-22,Signal Maintenance,22:00,23:28,88.9,Tower Wagon,Low,Light Rain,105.5,16.6,1
B03181,MAF-SPAM,2025-10-22,Points Renewal,01:00,04:59,239.7,Rail Crane,Low,Fog,243.1,3.4,0
B11194,FDB-NZM,2025-10-22,Track Stabilization,02:00,04:47,167.6,Dynamic Track Stabilizer,Low,Clear,179.9,12.3,1
B03063,KBT-TO,2025-10-22,Track Stabilization,03:00,06:10,190.6,Dynamic Track Stabilizer,Low,Clear,228.3,37.7,1
B00432,KDH-SEP,2025-10-22,Track Repair,23:00,01:40,160.4,Tamping Machine,Medium,Heavy Rain,181.0,20.6,1
B06952,KYN-NK,2025-10-23,Rail Welding,03:00,04:41,101.2,Rail Crane,Low,Clear,131.4,30.1,1
B10913,BRPA-MBE,2025-10-23,Track Repair,04:00,07:16,196.0,Tamping Machine,Low,Clear,233.0,37.0,1
B01488,NPMR-PKU,2025-10-23,Points Renewal,04:00,07:22,202.2,Rail Crane,Low,Heavy Rain,237.2,34.9,1
B13868,MS-TBM,2025-10-23,Rail Welding,01:00,02:09,69.8,Rail Crane,Low,Clear,57.2,-12.6,0
B05199,BTNR-FNB,2025-10-23,Track Stabilization,01:00,03:14,134.1,Dynamic Track Stabilizer,Medium,Light Rain,150.7,16.6,1
B12377,SVR-VEU,2025-10-23,Track Stabilization,01:00,03:08,128.6,Dynamic Track Stabilizer,Medium,Clear,144.7,16.1,1
B01759,RIS-SRP,2025-10-23,Points Renewal,22:00,01:56,236.0,Rail Crane,Medium,Fog,240.6,4.6,0
B13753,SHE-SRP,2025-10-23,Rail Welding,01:00,02:29,89.1,Rail Crane,High,Clear,144.1,55.0,1
B01241,BWN-DGR,2025-10-23,Signal Maintenance,23:00,00:55,115.0,Tower Wagon,Low,Light Rain,115.6,0.6,0
B13512,BRBD-HTCY,2025-10-23,Rail Welding,00:00,01:23,83.0,Rail Crane,Medium,Heavy Rain,102.3,19.3,1
B04878,GFAE-NH,2025-10-23,Points Renewal,01:00,04:50,230.3,Rail Crane,Low,Fog,248.1,17.8,1
B00084,CNB-CPB,2025-10-23,Rail Welding,01:00,02:46,106.4,Rail Crane,Low,Clear,129.6,23.2,1
B06994,VSKP-VZM,2025-10-23,Rail Welding,04:00,05:32,93.0,Rail Crane,Medium,Clear,130.2,37.2,1
B06473,KTYM-TRVL,2025-10-23,Ballast Renewal,04:00,07:59,239.6,Ballast Regulator,Low,Clear,275.0,35.4,1
B08260,MSB-RPM,2025-10-23,Track Repair,00:00,03:15,195.6,Tamping Machine,Medium,Clear,227.6,32.0,1
B12800,CSMT-MSD,2025-10-23,Track Stabilization,22:00,00:09,129.1,Dynamic Track Stabilizer,High,Clear,104.1,-25.0,0
B02271,ET-JBP,2025-10-24,Track Stabilization,01:00,03:49,169.4,Dynamic Track Stabilizer,Low,Light Rain,198.3,28.9,1
B10851,BNKA-PNCB,2025-10-24,Track Stabilization,03:00,05:22,142.1,Dynamic Track Stabilizer,Low,Light Rain,187.5,45.4,1
B12425,BDYP-KLKR,2025-10-24,Rail Welding,00:00,01:34,94.8,Rail Crane,Low,Clear,90.7,-4.1,0
B10084,ANVT-GZB,2025-10-24,Track Stabilization,00:00,03:06,186.2,Dynamic Track Stabilizer,Low,Fog,219.7,33.5,1
B00771,DAPD-KK,2025-10-24,OHE Maintenance,02:00,04:21,141.7,OHE Maintenance Special,Low,Fog,161.4,19.7,1
B11281,ABH-ULNR,2025-10-24,Signal Maintenance,04:00,05:34,95.0,Tower Wagon,Medium,Fog,134.6,39.6,1
B06991,MSB-TBM,2025-10-24,Rail Welding,01:00,02:40,101.0,Rail Crane,Medium,Clear,117.9,16.9,1
B01268,KAWR-MAO,2025-10-24,Ballast Renewal,23:00,02:30,210.2,Ballast Regulator,Low,Clear,245.9,35.8,1
B02278,MTJ-RKM,2025-10-24,Track Stabilization,23:00,01:53,173.7,Dynamic Track Stabilizer,Low,Light Rain,195.0,21.3,1
B07545,BPN-MIJ,2025-10-24,OHE Maintenance,01:00,03:30,151.0,OHE Maintenance Special,Low,Clear,161.2,10.2,1
B07325,FDB-FDN,2025-10-24,Track Stabilization,01:00,03:30,150.8,Dynamic Track Stabilizer,Low,Light Rain,148.0,-2.9,0
B08017,PUNE-SVJR,2025-10-24,Ballast Renewal,01:00,03:56,176.4,Ballast Regulator,Low,Clear,195.8,19.5,1
B12024,BNXR-SDAH,2025-10-24,Ballast Renewal,02:00,05:37,217.4,Ballast Regulator,High,Light Rain,237.5,20.1,1
B02909,DPDP-SJPR,2025-10-24,Ballast Renewal,23:00,02:59,239.2,Ballast Regulator,Low,Clear,234.0,-5.1,0
B13471,CSMT-PNVL,2025-10-24,Track Repair,03:00,05:55,175.9,Tamping Machine,Medium,Clear,178.5,2.7,0
B08654,BPQ-CD,2025-10-25,Rail Welding,03:00,04:28,88.6,Rail Crane,Low,Clear,101.4,12.7,1
B00494,BLN-SDAH,2025-10-25,Signal Maintenance,01:00,02:45,105.6,Tower Wagon,High,Clear,123.7,18.1,1
B11960,KTYM-TRVL,2025-10-25,Rail Welding,23:00,00:23,83.5,Rail Crane,Low,Clear,71.1,-12.3,0
B05016,BY-SNRD,2025-10-25,Track Stabilization,03:00,06:01,181.1,Dynamic Track Stabilizer,High,Clear,221.3,40.2,1
B13553,DBSI-VVKP,2025-10-25,Track Stabilization,00:00,02:22,142.3,Dynamic Track Stabilizer,Low,Clear,172.5,30.2,1
B10763,KOK-TNP,2025-10-25,Rail Welding,01:00,02:31,91.7,Rail Crane,Medium,Fog,143.0,51.3,1
B07401,CDNR-HFZ,2025-10-25,Track Stabilization,23:00,02:02,182.4,Dynamic Track Stabilizer,Medium,Clear,192.8,10.4,1
B01715,ET-KNW,2025-10-25,Rail Welding,22:00,23:47,107.7,Rail Crane,Low,Light Rain,93.7,-14.0,0
B08401,BPP-CLX,2025-10-25,Ballast Renewal,01:00,04:51,231.5,Ballast Regulator,Low,Extreme Heat,228.6,-2.8,0
B13810,PLAE-SKG,2025-10-25,Ballast Renewal,02:00,06:26,266.7,Ballast Regulator,Low,Clear,255.6,-11.1,0
B07388,BRJ-MJT,2025-10-25,Ballast Renewal,02:00,05:09,189.5,Ballast Regulator,Low,Clear,203.3,13.8,1
B13233,BNKA-PNCB,2025-10-25,Track Repair,04:00,06:48,169.0,Tamping Machine,Low,Fog,194.1,25.2,1
B04505,NVS-ST,2025-10-25,Signal Maintenance,01:00,02:51,111.1,Tower Wagon,Low,Clear,137.0,26.0,1
B01037,MFP-SPJ,2025-10-25,Signal Maintenance,00:00,01:23,83.8,Tower Wagon,Low,Light Rain,83.2,-0.7,0
B00740,KGP-SRC,2025-10-25,Rail Welding,00:00,01:45,105.6,Rail Crane,Low,Clear,122.6,17.0,1
B09876,BEQ-BLY,2025-10-25,Signal Maintenance,23:00,00:35,95.9,Tower Wagon,Medium,Clear,84.9,-11.0,0
B14793,AVD-PRES,2025-10-26,Track Stabilization,01:00,02:53,113.4,Dynamic Track Stabilizer,Low,Clear,116.5,3.1,0
B01050,BTE-MTJ,2025-10-26,Track Repair,00:00,03:20,201.0,Tamping Machine,Low,Heavy Rain,229.8,28.8,1
B14771,PV-TBM,2025-10-26,Ballast Renewal,03:00,06:44,224.4,Ballast Regulator,Low,Clear,238.5,14.1,1
B12451,BHPA-MGT,2025-10-26,Rail Welding,00:00,01:27,87.2,Rail Crane,Low,Clear,67.1,-20.1,0
B02419,DAPD-KK,2025-10-26,Rail Welding,23:00,00:33,93.8,Rail Crane,Low,Light Rain,120.8,27.0,1
B10442,MSU-TO,2025-10-26,OHE Maintenance,01:00,03:35,155.4,OHE Maintenance Special,Low,Light Rain,156.5,1.1,0
B01997,GFAE-NH,2025-10-26,Ballast Renewal,22:00,00:55,175.6,Ballast Regulator,Low,Clear,213.9,38.3,1
B05588,BFZ-PSAE,2025-10-26,Rail Welding,00:00,01:51,111.9,Rail Crane,Low,Clear,112.0,0.1,0
B00832,MS-MSC,2025-10-26,Signal Maintenance,04:00,06:02,122.8,Tower Wagon,Medium,Clear,169.7,46.9,1
B01393,FL-KSG,2025-10-26,OHE Maintenance,01:00,03:53,173.9,OHE Maintenance Special,Low,Clear,183.6,9.7,0
B04679,CDG-UMB,2025-10-26,Signal Maintenance,00:00,01:52,112.5,Tower Wagon,Low,Heavy Rain,135.9,23.4,1
B03377,NMF-RSLR,2025-10-26,OHE Maintenance,00:00,01:40,100.4,OHE Maintenance Special,Low,Light Rain,86.5,-13.8,0
B05351,HAUR-KHAI,2025-10-26,Ballast Renewal,01:00,05:29,269.8,Ballast Regulator,Low,Clear,244.8,-25.0,0
B14938,BRBD-HTCY,2025-10-26,Signal Maintenance,23:00,00:39,99.5,Tower Wagon,Medium,Light Rain,85.4,-14.1,0
B00129,SRE-UMB,2025-10-26,Track Stabilization,00:00,02:31,151.6,Dynamic Track Stabilizer,Low,Clear,176.7,25.1,1
B14007,PRES-PTMS,2025-10-26,Rail Welding,03:00,04:41,101.1,Rail Crane,Low,Clear,104.1,3.0,0
B04270,CGA-FLR,2025-10-27,Rail Welding,00:00,01:34,94.8,Rail Crane,Medium,Fog,107.8,13.0,1
B13842,ANGL-TLHD,2025-10-27,Points Renewal,02:00,05:15,195.7,Rail Crane,Low,Heavy Rain,208.3,12.6,1
B03048,KNHE-VDN,2025-10-27,OHE Maintenance,00:00,02:42,163.0,OHE Maintenance Special,Low,Clear,167.9,5.0,0
B02135,GWL-JHS,2025-10-27,Ballast Renewal,00:00,04:30,270.4,Ballast Regulator,Low,Extreme Heat,263.9,-6.5,0
B07359,LTT-TNA,2025-10-27,Track Repair,01:00,04:00,180.1,Tamping Machine,Low,Fog,199.5,19.4,1
B10079,DQR-YKA,2025-10-27,Points Renewal,02:00,04:43,163.5,Rail Crane,Medium,Fog,162.0,-1.4,0
B02493,BDYP-KLKR,2025-10-27,Signal Maintenance,22:00,23:42,102.2,Tower Wagon,Low,Clear,130.5,28.2,1
B04195,DTAE-SMAE,2025-10-27,Track Repair,01:00,03:43,163.0,Tamping Machine,Low,Fog,217.2,54.1,1
B07196,BBQ-MMCC,2025-10-27,Signal Maintenance,22:00,23:15,75.5,Tower Wagon,High,Clear,78.1,2.6,0
B05003,NPMR-PKU,2025-10-27,Points Renewal,22:00,01:23,203.6,Rail Crane,Low,Clear,234.0,30.4,1
B03298,GBRA-JOX,2025-10-28,Track Stabilization,22:00,00:43,163.2,Dynamic Track Stabilizer,Low,Clear,179.2,16.0,1
B05733,KLVA-MBQ,2025-10-28,Ballast Renewal,04:00,08:07,247.5,Ballast Regulator,Medium,Clear,264.6,17.1,1
B14035,FDB-NZM,2025-10-28,OHE Maintenance,23:00,01:31,151.4,OHE Maintenance Special,Low,Clear,152.5,1.1,0
B11716,VPY-WST,2025-10-28,Track Repair,22:00,01:47,227.0,Tamping Machine,Low,Clear,263.3,36.3,1
B04289,HW-RK,2025-10-28,Points Renewal,00:00,04:00,240.2,Rail Crane,Low,Clear,215.2,-25.0,0
B00272,DDJ-SDAH,2025-10-28,Signal Maintenance,23:00,00:51,111.2,Tower Wagon,Low,Clear,144.9,33.6,1
B00562,KZJ-WL,2025-10-28,Signal Maintenance,00:00,01:48,108.3,Tower Wagon,Low,Clear,160.8,52.5,1
B05465,AVD-PRES,2025-10-28,Points Renewal,03:00,06:00,180.7,Rail Crane,Low,Light Rain,163.8,-16.9,0
B13043,JPR-MPD,2025-10-28,Points Renewal,02:00,07:13,313.8,Rail Crane,Low,Clear,302.8,-11.0,0
B10646,BY-SNRD,2025-10-28,Signal Maintenance,00:00,01:38,99.0,Tower Wagon,High,Clear,124.5,25.6,1
B01493,AMLA-BZU,2025-10-28,Signal Maintenance,23:00,01:01,121.7,Tower Wagon,Low,Clear,140.0,18.3,1
B01442,CDAE-MDSE,2025-10-28,Points Renewal,03:00,06:53,234.0,Rail Crane,Low,Light Rain,253.2,19.2,1
B14075,BSL-JL,2025-10-28,Track Repair,00:00,03:27,207.6,Tamping Machine,Medium,Clear,205.2,-2.4,0
B04934,HWH-SRC,2025-10-28,Track Stabilization,22:00,00:19,139.3,Dynamic Track Stabilizer,Low,Clear,174.0,34.7,1
B12059,MLDT-NFK,2025-10-28,Track Repair,22:00,00:55,175.4,Tamping Machine,Low,Clear,189.0,13.6,1
B02026,DDJ-SDAH,2025-10-29,Track Stabilization,01:00,02:54,114.3,Dynamic Track Stabilizer,Low,Clear,106.0,-8.3,0
B09034,FDB-NZM,2025-10-29,Signal Maintenance,00:00,01:33,93.7,Tower Wagon,Low,Clear,71.2,-22.5,0
B08427,BY-SNRD,2025-10-29,Ballast Renewal,04:00,06:51,172.0,Ballast Regulator,High,Fog,218.9,46.9,1
B09078,ANVR-CNJ,2025-10-29,OHE Maintenance,01:00,03:47,167.3,OHE Maintenance Special,Low,Fog,202.7,35.3,1
B01557,HWH-LLH,2025-10-29,Points Renewal,01:00,04:42,222.6,Rail Crane,High,Clear,225.6,3.0,0
B03066,BIJ-KLNP,2025-10-29,OHE Maintenance,03:00,05:37,157.4,OHE Maintenance Special,Low,Light Rain,155.7,-1.6,0
B11938,CKI-IJK,2025-10-29,OHE Maintenance,23:00,01:06,126.4,OHE Maintenance Special,Low,Clear,128.8,2.4,0
B13865,GIA-NRPR,2025-10-29,OHE Maintenance,04:00,07:08,188.4,OHE Maintenance Special,Medium,Extreme Heat,168.2,-20.2,0
B02418,JRC-PGW,2025-10-29,Track Stabilization,23:00,01:21,142.0,Dynamic Track Stabilizer,Low,Clear,140.4,-1.6,0
B10565,DEOS-GKP,2025-10-29,Track Repair,00:00,02:56,176.9,Tamping Machine,Low,Clear,222.9,45.9,1
B08460,JAJ-JSME,2025-10-29,Track Repair,22:00,01:10,190.8,Tamping Machine,Low,Clear,213.2,22.4,1
B01892,HWH-TPKR,2025-10-29,Track Repair,00:00,02:40,160.6,Tamping Machine,Low,Clear,188.3,27.7,1
B13483,JGDL-SNR,2025-10-29,Points Renewal,02:00,05:43,223.6,Rail Crane,Medium,Fog,252.6,29.1,1
B05178,MSU-PLMG,2025-10-30,Signal Maintenance,00:00,01:44,104.9,Tower Wagon,Low,Light Rain,83.3,-21.6,0
B02825,BPL-HBJ,2025-10-30,Rail Welding,02:00,03:21,82.0,Rail Crane,Low,Clear,91.6,9.6,0
B11545,ADI-MSH,2025-10-30,Track Repair,01:00,04:08,188.3,Tamping Machine,Low,Clear,234.0,45.7,1
B01917,BBQ-VPY,2025-10-30,Signal Maintenance,00:00,01:51,111.4,Tower Wagon,Medium,Clear,123.7,12.3,1
B12240,BLYG-BLYH,2025-10-30,Signal Maintenance,00:00,01:28,88.5,Tower Wagon,Low,Clear,83.1,-5.4,0
B01427,MLND-TNA,2025-10-30,Rail Welding,04:00,05:24,84.3,Rail Crane,High,Fog,100.6,16.3,1
B08610,KJU-TBAE,2025-10-30,Track Stabilization,03:00,06:07,187.0,Dynamic Track Stabilizer,Low,Clear,191.3,4.3,0
B01750,EGT-KBT,2025-10-30,Rail Welding,01:00,02:25,85.9,Rail Crane,Low,Heavy Rain,91.9,6.0,0
B08997,ABKA-BGRA,2025-10-30,Ballast Renewal,04:00,06:57,177.2,Ballast Regulator,Low,Clear,218.9,41.7,1
B12435,BE-LKO,2025-10-30,Points Renewal,02:00,04:19,139.3,Rail Crane,Low,Clear,152.2,12.9,1
B13228,RJY-TDD,2025-10-30,OHE Maintenance,23:00,01:23,143.5,OHE Maintenance Special,Low,Clear,122.1,-21.4,0
B06374,APB-PON,2025-10-30,Ballast Renewal,00:00,03:15,195.1,Ballast Regulator,Low,Light Rain,225.8,30.7,1
B09201,KPG-MMR,2025-10-30,Ballast Renewal,04:00,07:11,191.9,Ballast Regulator,Low,Light Rain,206.9,15.0,1
B09501,BPN-MIJ,2025-10-30,Rail Welding,01:00,02:47,107.8,Rail Crane,Low,Fog,122.1,14.3,1
B04254,AG-PNCB,2025-10-30,Points Renewal,22:00,01:24,204.9,Rail Crane,Low,Light Rain,213.9,9.0,0
B07698,CGR-MUU,2025-10-30,Rail Welding,04:00,05:29,89.7,Rail Crane,Medium,Clear,64.7,-25.0,0
B04472,BSL-JL,2025-10-31,Track Repair,03:00,05:32,152.7,Tamping Machine,Medium,Clear,167.8,15.1,1
B14594,JHS-LAR,2025-10-31,Points Renewal,23:00,01:41,161.6,Rail Crane,Low,Light Rain,180.3,18.7,1
B09598,ULNR-VLDI,2025-10-31,Track Repair,02:00,05:07,187.9,Tamping Machine,Medium,Clear,183.7,-4.2,0
B03336,SC-STPD,2025-10-31,Rail Welding,00:00,01:31,91.3,Rail Crane,Low,Heavy Rain,122.2,30.9,1
B04785,AGP-SEP,2025-10-31,Ballast Renewal,04:00,06:13,133.9,Ballast Regulator,Medium,Heavy Rain,170.7,36.8,1
B08303,BSL-KNW,2025-10-31,Rail Welding,00:00,01:33,93.6,Rail Crane,Low,Clear,94.5,0.9,0
B05367,DOS-SSM,2025-10-31,Track Stabilization,22:00,00:49,169.1,Dynamic Track Stabilizer,Low,Clear,144.1,-25.0,0
B02120,MSB-MSF,2025-10-31,Rail Welding,01:00,02:48,108.3,Rail Crane,Medium,Clear,83.3,-25.0,0
B04762,JET-SJVP,2025-10-31,Rail Welding,01:00,02:40,100.1,Rail Crane,Low,Clear,134.1,34.0,1
B10947,BBT-BRPK,2025-10-31,Ballast Renewal,01:00,05:12,252.1,Ballast Regulator,Medium,Fog,264.9,12.8,1
B10951,JRAE-NBAE,2025-10-31,Track Repair,01:00,04:16,196.3,Tamping Machine,Low,Heavy Rain,211.2,14.8,1
B10692,CHE-PSA,2025-10-31,OHE Maintenance,22:00,00:11,131.8,OHE Maintenance Special,Low,Heavy Rain,143.2,11.4,1
B12044,JTJ-KPD,2025-10-31,Signal Maintenance,00:00,01:36,96.0,Tower Wagon,Medium,Fog,82.9,-13.2,0
B11272,JAJ-JSME,2025-10-31,Signal Maintenance,02:00,03:36,96.5,Tower Wagon,Low,Heavy Rain,134.8,38.3,1
B02539,SRT-VPT,2025-11-01,Signal Maintenance,03:00,05:03,123.3,Tower Wagon,Low,Heavy Rain,154.2,30.9,1
B00357,HW-RK,2025-11-01,OHE Maintenance,04:00,07:14,194.8,OHE Maintenance Special,Low,Clear,180.8,-14.0,0
B02824,TI-VEU,2025-11-01,OHE Maintenance,02:00,04:37,157.3,OHE Maintenance Special,Medium,Clear,153.4,-3.8,0
B11353,BHPA-MGT,2025-11-01,Track Stabilization,02:00,05:23,203.3,Dynamic Track Stabilizer,Low,Light Rain,195.3,-8.0,0
B02174,ATP-DMM,2025-11-01,Signal Maintenance,01:00,02:47,108.0,Tower Wagon,Low,Clear,148.0,40.1,1
B01604,BIJ-KLNP,2025-11-01,Signal Maintenance,01:00,03:01,121.3,Tower Wagon,Low,Clear,117.2,-4.1,0
B04871,BVS-KJT,2025-11-01,Points Renewal,01:00,04:29,209.7,Rail Crane,Low,Clear,223.0,13.3,1
B07319,CHT-KLKR,2025-11-01,Track Stabilization,23:00,01:45,165.9,Dynamic Track Stabilizer,Low,Clear,140.9,-25.0,0
B13705,AJJ-KPD,2025-11-01,Track Repair,02:00,04:28,148.3,Tamping Machine,Low,Clear,123.3,-25.0,0
B14159,GRWD-TGN,2025-11-01,Track Repair,03:00,06:28,208.7,Tamping Machine,Low,Clear,260.3,51.6,1
B07277,CNB-ON,2025-11-02,OHE Maintenance,02:00,04:23,143.4,OHE Maintenance Special,Low,Clear,144.6,1.2,0
B02929,AKV-ST,2025-11-02,Rail Welding,02:00,03:25,85.1,Rail Crane,Low,Clear,119.0,33.9,1
B12122,GRP-SKG,2025-11-02,Signal Maintenance,01:00,02:21,81.7,Tower Wagon,Low,Clear,98.4,16.7,1
B04776,BPQ-NGP,2025-11-02,Points Renewal,01:00,05:38,278.6,Rail Crane,Low,Heavy Rain,313.7,35.2,1
B11297,PDX-RHA,2025-11-02,Ballast Renewal,22:00,01:06,186.0,Ballast Regulator,Medium,Light Rain,232.4,46.4,1
B06747,GADJ-JP,2025-11-02,Track Stabilization,03:00,05:23,143.5,Dynamic Track Stabilizer,Low,Heavy Rain,181.9,38.4,1
B03143,GR-SUR,2025-11-02,Track Stabilization,00:00,02:53,173.9,Dynamic Track Stabilizer,Low,Fog,210.9,37.0,1
B03233,KYI-MPJ,2025-11-02,Signal Maintenance,01:00,02:42,102.6,Tower Wagon,Medium,Heavy Rain,112.8,10.2,1
B00745,TI-VEU,2025-11-02,Track Stabilization,00:00,02:49,169.8,Dynamic Track Stabilizer,Medium,Clear,177.3,7.5,0
B06051,NACC-TLG,2025-11-02,Ballast Renewal,00:00,03:51,231.7,Ballast Regulator,Low,Clear,236.0,4.3,0
B14303,MUG-TLO,2025-11-02,Track Repair,22:00,01:59,239.7,Tamping Machine,Low,Clear,276.1,36.4,1
B09522,JNM-MPRD,2025-11-02,Rail Welding,02:00,03:25,85.7,Rail Crane,Low,Heavy Rain,122.9,37.2,1
B06228,JIT-KMAE,2025-11-02,Ballast Renewal,22:00,01:48,228.8,Ballast Regulator,Low,Extreme Heat,236.6,7.8,0
B00835,DBT-HGA,2025-11-03,Rail Welding,22:00,23:14,74.9,Rail Crane,Low,Clear,51.9,-23.0,0
B00948,DHNE-KRNT,2025-11-03,Track Stabilization,22:00,00:41,161.4,Dynamic Track Stabilizer,Low,Fog,168.5,7.1,0
B09628,KCG-VAR,2025-11-03,Track Stabilization,23:00,01:56,176.5,Dynamic Track Stabilizer,Low,Heavy Rain,200.7,24.2,1
B14733,KK-SVJR,2025-11-03,Track Repair,02:00,04:33,153.1,Tamping Machine,Low,Clear,178.2,25.1,1
B00078,CNS-HGY,2025-11-03,Track Stabilization,23:00,01:31,151.1,Dynamic Track Stabilizer,Medium,Fog,141.3,-9.8,0
B09361,DPA-JP,2025-11-03,OHE Maintenance,03:00,05:43,163.9,OHE Maintenance Special,Low,Fog,175.3,11.4,1
B14746,BHS-BPL,2025-11-03,Ballast Renewal,02:00,05:19,199.7,Ballast Regulator,Low,Clear,233.4,33.8,1
B04272,AG-PNCB,2025-11-03,Track Stabilization,02:00,04:14,134.7,Dynamic Track Stabilizer,Low,Fog,188.8,54.2,1
B06325,DURG-G,2025-11-03,Track Stabilization,00:00,02:26,146.4,Dynamic Track Stabilizer,Low,Extreme Heat,161.2,14.8,1
B00328,DHD-MGN,2025-11-03,Track Stabilization,00:00,02:25,145.8,Dynamic Track Stabilizer,Low,Fog,164.6,18.8,1
B07954,HJP-MFP,2025-11-03,Track Stabilization,02:00,03:52,112.5,Dynamic Track Stabilizer,Low,Fog,143.2,30.6,1
B07034,DURG-R,2025-11-03,OHE Maintenance,00:00,02:49,169.9,OHE Maintenance Special,Low,Clear,178.1,8.2,0
B02912,ASKR-HB,2025-11-03,Rail Welding,01:00,02:50,110.8,Rail Crane,Low,Clear,164.4,53.5,1
B12445,ASO-VSD,2025-11-04,Signal Maintenance,00:00,02:06,126.4,Tower Wagon,Low,Clear,114.8,-11.5,0
B07338,BGAE-SOAE,2025-11-04,Rail Welding,04:00,05:19,79.8,Rail Crane,Low,Light Rain,117.1,37.3,1
B14883,GKL-MDN,2025-11-04,Points Renewal,04:00,07:06,186.4,Rail Crane,Low,Heavy Rain,216.8,30.4,1
B04235,KMST-KNHE,2025-11-04,Ballast Renewal,04:00,08:18,258.9,Ballast Regulator,Low,Clear,313.5,54.6,1
