section_id,from_station,to_station,hour_of_day,trains_count,traffic_level
RJL-TPH,RJL,TPH,17,1,LOW
RJL-TPH,RJL,TPH,19,1,LOW
RJL-TPH,RJL,TPH,20,1,LOW
RJL-TPH,RJL,TPH,21,1,LOW
RJL-TPH,RJL,TPH,22,1,LOW
RJL-TPH,RJL,TPH,23,1,LOW
RJMP-RSR,RJMP,RSR,5,1,LOW
RJMP-RSR,RJMP,RSR,6,1,LOW
RJMP-RSR,RJMP,RSR,9,1,LOW
RJMP-RSR,RJMP,RSR,17,1,LOW
RJMP-RSR,RJMP,RSR,19,1,LOW
RJMP-RSR,RJMP,RSR,20,1,LOW
RJMP-RTP,RJMP,RTP,5,1,LOW
RJMP-RTP,RJMP,RTP,6,1,LOW
RJMP-RTP,RJMP,RTP,9,1,LOW
RJMP-RTP,RJMP,RTP,18,1,LOW
RJMP-RTP,RJMP,RTP,19,1,LOW
RJMP-RTP,RJMP,RTP,20,1,LOW
RJP-RU,RJP,RU,7,1,LOW
RJP-RU,RJP,RU,11,3,MEDIUM
RJP-RU,RJP,RU,15,1,LOW
RJP-RU,RJP,RU,18,1,LOW
RJP-RU,RJP,RU,20,1,LOW
RJP-RU,RJP,RU,21,1,LOW
RJPM-SNKL,RJPM,SNKL,6,1,LOW
RJPM-SNKL,RJPM,SNKL,7,2,LOW
RJPM-SNKL,RJPM,SNKL,9,1,LOW
RJPM-SNKL,RJPM,SNKL,12,1,LOW
RJPM-SNKL,RJPM,SNKL,13,1,LOW
RJPM-SNKL,RJPM,SNKL,16,2,LOW
RJPM-SNKL,RJPM,SNKL,18,1,LOW
RJPM-SNKL,RJPM,SNKL,19,1,LOW
RJPM-SVPR,RJPM,SVPR,6,2,LOW
RJPM-SVPR,RJPM,SVPR,8,2,LOW
RJPM-SVPR,RJPM,SVPR,13,2,LOW
RJPM-SVPR,RJPM,SVPR,16,1,LOW
RJPM-SVPR,RJPM,SVPR,17,1,LOW
RJPM-SVPR,RJPM,SVPR,18,1,LOW
RJPM-SVPR,RJPM,SVPR,19,1,LOW
RJR-RTGH,RJR,RTGH,0,1,LOW
RJR-RTGH,RJR,RTGH,4,1,LOW
RJR-RTGH,RJR,RTGH,6,1,LOW
RJR-RTGH,RJR,RTGH,8,1,LOW
RJR-RTGH,RJR,RTGH,11,1,LOW
RJR-RTGH,RJR,RTGH,14,1,LOW
RJR-RTGH,RJR,RTGH,16,1,LOW
RJR-RTGH,RJR,RTGH,21,1,LOW
RJR-SDGH,RJR,SDGH,4,1,LOW
RJR-SDGH,RJR,SDGH,7,2,LOW
RJR-SDGH,RJR,SDGH,10,1,LOW
RJR-SDGH,RJR,SDGH,14,1,LOW
RJR-SDGH,RJR,SDGH,16,1,LOW
RJR-SDGH,RJR,SDGH,20,1,LOW
RJR-SDGH,RJR,SDGH,23,1,LOW
RJT-SUNR,RJT,SUNR,1,3,MEDIUM
RJT-SUNR,RJT,SUNR,4,1,LOW
RJT-SUNR,RJT,SUNR,5,4,MEDIUM
RJT-SUNR,RJT,SUNR,6,1,LOW
RJT-SUNR,RJT,SUNR,8,2,LOW
RJT-SUNR,RJT,SUNR,9,1,LOW
RJT-SUNR,RJT,SUNR,11,1,LOW
RJT-SUNR,RJT,SUNR,12,1,LOW
RJT-SUNR,RJT,SUNR,13,2,LOW
RJT-SUNR,RJT,SUNR,16,3,MEDIUM
RJT-SUNR,RJT,SUNR,18,1,LOW
RJT-SUNR,RJT,SUNR,20,1,LOW
RJT-SUNR,RJT,SUNR,22,2,LOW
RJT-SUNR,RJT,SUNR,23,1,LOW
RJT-VG,RJT,VG,5,1,LOW
RJT-VG,RJT,VG,12,2,LOW
RJT-VG,RJT,VG,17,1,LOW
RJT-WKR,RJT,WKR,0,1,LOW
RJT-WKR,RJT,WKR,1,2,LOW
RJT-WKR,RJT,WKR,2,1,LOW
RJT-WKR,RJT,WKR,5,2,LOW
RJT-WKR,RJT,WKR,6,6,MEDIUM
RJT-WKR,RJT,WKR,8,1,LOW
RJT-WKR,RJT,WKR,9,2,LOW
RJT-WKR,RJT,WKR,10,2,LOW
RJT-WKR,RJT,WKR,11,4,MEDIUM
RJT-WKR,RJT,WKR,12,6,MEDIUM
RJT-WKR,RJT,WKR,13,1,LOW
RJT-WKR,RJT,WKR,14,4,MEDIUM
RJT-WKR,RJT,WKR,15,1,LOW
RJT-WKR,RJT,WKR,16,1,LOW
RJT-WKR,RJT,WKR,17,1,LOW
RJT-WKR,RJT,WKR,18,3,MEDIUM
RJT-WKR,RJT,WKR,19,2,LOW
RJT-WKR,RJT,WKR,21,4,MEDIUM
RJT-WKR,RJT,WKR,22,1,LOW
RJT-WKR,RJT,WKR,23,3,MEDIUM
RJU-RLA,RJU,RLA,11,2,LOW
RJY-SLO,RJY,SLO,0,8,HIGH
RJY-SLO,RJY,SLO,1,6,MEDIUM
RJY-SLO,RJY,SLO,2,7,MEDIUM
RJY-SLO,RJY,SLO,3,6,MEDIUM
RJY-SLO,RJY,SLO,4,5,MEDIUM
RJY-SLO,RJY,SLO,5,4,MEDIUM
RJY-SLO,RJY,SLO,6,4,MEDIUM
RJY-SLO,RJY,SLO,7,3,MEDIUM
RJY-SLO,RJY,SLO,8,4,MEDIUM
RJY-SLO,RJY,SLO,9,6,MEDIUM
RJY-SLO,RJY,SLO,10,6,MEDIUM
RJY-SLO,RJY,SLO,11,2,LOW
RJY-SLO,RJY,SLO,12,7,MEDIUM
RJY-SLO,RJY,SLO,13,4,MEDIUM
RJY-SLO,RJY,SLO,14,1,LOW
RJY-SLO,RJY,SLO,15,3,MEDIUM
RJY-SLO,RJY,SLO,16,8,HIGH
RJY-SLO,RJY,SLO,17,7,MEDIUM
RJY-SLO,RJY,SLO,18,5,MEDIUM
RJY-SLO,RJY,SLO,19,4,MEDIUM
RJY-SLO,RJY,SLO,20,2,LOW
RJY-SLO,RJY,SLO,21,12,HIGH
RJY-SLO,RJY,SLO,22,1,LOW
RJY-SLO,RJY,SLO,23,1,LOW
RJY-TDD,RJY,TDD,0,2,LOW
RJY-TDD,RJY,TDD,1,2,LOW
RJY-TDD,RJY,TDD,2,2,LOW
RJY-TDD,RJY,TDD,3,4,MEDIUM
RJY-TDD,RJY,TDD,4,1,LOW
RJY-TDD,RJY,TDD,5,2,LOW
RJY-TDD,RJY,TDD,6,4,MEDIUM
RJY-TDD,RJY,TDD,7,1,LOW
RJY-TDD,RJY,TDD,8,1,LOW
RJY-TDD,RJY,TDD,9,2,LOW
RJY-TDD,RJY,TDD,10,1,LOW
RJY-TDD,RJY,TDD,11,4,MEDIUM
RJY-TDD,RJY,TDD,12,1,LOW
RJY-TDD,RJY,TDD,13,2,LOW
RJY-TDD,RJY,TDD,14,1,LOW
RJY-TDD,RJY,TDD,15,2,LOW
RJY-TDD,RJY,TDD,16,1,LOW
RJY-TDD,RJY,TDD,18,1,LOW
RJY-TDD,RJY,TDD,19,1,LOW
RJY-TDD,RJY,TDD,20,2,LOW
RJY-TDD,RJY,TDD,21,3,MEDIUM
RJY-TDD,RJY,TDD,22,1,LOW
RJY-TDD,RJY,TDD,23,3,MEDIUM
RJY-TNKU,RJY,TNKU,2,1,LOW
RJY-TNKU,RJY,TNKU,4,2,LOW
RJY-TNKU,RJY,TNKU,7,1,LOW
RJY-TNKU,RJY,TNKU,21,1,LOW
RJY-TUNI,RJY,TUNI,6,1,LOW
RJY-TUNI,RJY,TUNI,20,1,LOW
RJY-VSKP,RJY,VSKP,0,1,LOW
RJY-VSKP,RJY,VSKP,1,2,LOW
RJY-VSKP,RJY,VSKP,2,8,HIGH
RJY-VSKP,RJY,VSKP,4,2,LOW
RJY-VSKP,RJY,VSKP,5,5,MEDIUM
RJY-VSKP,RJY,VSKP,6,1,LOW
RJY-VSKP,RJY,VSKP,7,4,MEDIUM
RJY-VSKP,RJY,VSKP,13,1,LOW
RJY-VSKP,RJY,VSKP,14,3,MEDIUM
RJY-VSKP,RJY,VSKP,15,9,HIGH
RJY-VSKP,RJY,VSKP,17,1,LOW
RJY-VSKP,RJY,VSKP,19,5,MEDIUM
RJY-VSKP,RJY,VSKP,20,1,LOW
RK-SRE,RK,SRE,0,4,MEDIUM
RK-SRE,RK,SRE,1,3,MEDIUM
RK-SRE,RK,SRE,2,1,LOW
RK-SRE,RK,SRE,3,5,MEDIUM
RK-SRE,RK,SRE,4,1,LOW
RK-SRE,RK,SRE,5,3,MEDIUM
RK-SRE,RK,SRE,6,2,LOW
RK-SRE,RK,SRE,7,5,MEDIUM
RK-SRE,RK,SRE,8,2,LOW
RK-SRE,RK,SRE,9,1,LOW
RK-SRE,RK,SRE,10,2,LOW
RK-SRE,RK,SRE,11,1,LOW
RK-SRE,RK,SRE,12,3,MEDIUM
RK-SRE,RK,SRE,13,3,MEDIUM
RK-SRE,RK,SRE,14,1,LOW
RK-SRE,RK,SRE,15,4,MEDIUM
RK-SRE,RK,SRE,17,2,LOW
RK-SRE,RK,SRE,18,3,MEDIUM
RK-SRE,RK,SRE,19,2,LOW
RK-SRE,RK,SRE,20,2,LOW
RK-SRE,RK,SRE,23,4,MEDIUM
RK-TPZ,RK,TPZ,6,1,LOW
RK-TPZ,RK,TPZ,7,1,LOW
RK-TPZ,RK,TPZ,8,3,MEDIUM
RK-TPZ,RK,TPZ,10,1,LOW
RK-TPZ,RK,TPZ,11,1,LOW
RK-TPZ,RK,TPZ,14,2,LOW
RK-TPZ,RK,TPZ,16,1,LOW
RK-TPZ,RK,TPZ,18,1,LOW
RK-TPZ,RK,TPZ,19,3,MEDIUM
RK-TPZ,RK,TPZ,20,1,LOW
RKD-VV,RKD,VV,4,1,LOW
RKD-VV,RKD,VV,5,1,LOW
RKD-VV,RKD,VV,6,1,LOW
RKD-VV,RKD,VV,8,1,LOW
RKD-VV,RKD,VV,9,1,LOW
RKD-VV,RKD,VV,11,1,LOW
RKD-VV,RKD,VV,12,1,LOW
RKD-VV,RKD,VV,14,1,LOW
RKD-VV,RKD,VV,15,1,LOW
RKD-VV,RKD,VV,17,2,LOW
RKD-VV,RKD,VV,18,2,LOW
RKD-VV,RKD,VV,19,1,LOW
RKD-VV,RKD,VV,20,1,LOW
RKD-VV,RKD,VV,21,2,LOW
RKD-VV,RKD,VV,23,1,LOW
RKJE-SDBH,RKJE,SDBH,6,1,LOW
RKJE-SDBH,RKJE,SDBH,8,1,LOW
RKJE-SDBH,RKJE,SDBH,12,1,LOW
RKJE-SDBH,RKJE,SDBH,13,1,LOW
RKJE-SDBH,RKJE,SDBH,14,1,LOW
RKJE-SDBH,RKJE,SDBH,17,1,LOW
RKJE-SDBH,RKJE,SDBH,19,1,LOW
RKK-RMN,RKK,RMN,4,1,LOW
RKK-RMN,RKK,RMN,7,1,LOW
RKK-RMN,RKK,RMN,11,1,LOW
RKK-RMN,RKK,RMN,13,1,LOW
RKK-RMN,RKK,RMN,15,1,LOW
RKK-RMN,RKK,RMN,18,1,LOW
RKK-RMN,RKK,RMN,19,1,LOW
RKK-RMN,RKK,RMN,21,1,LOW
RKM-TDL,RKM,TDL,4,2,LOW
RKM-TDL,RKM,TDL,6,1,LOW
RKM-TDL,RKM,TDL,7,2,LOW
RKM-TDL,RKM,TDL,15,1,LOW
RKM-TDL,RKM,TDL,17,1,LOW
RKM-TDL,RKM,TDL,20,1,LOW
RKM-TDL,RKM,TDL,22,2,LOW
RKO-SFX,RKO,SFX,4,1,LOW
RKO-SFX,RKO,SFX,5,1,LOW
RKO-SFX,RKO,SFX,6,2,LOW
RKO-SFX,RKO,SFX,7,2,LOW
RKO-SFX,RKO,SFX,8,2,LOW
RKO-SFX,RKO,SFX,9,4,MEDIUM
RKO-SFX,RKO,SFX,10,2,LOW
RKO-SFX,RKO,SFX,11,2,LOW
RKO-SFX,RKO,SFX,12,1,LOW
RKO-SFX,RKO,SFX,13,2,LOW
RKO-SFX,RKO,SFX,14,2,LOW
RKO-SFX,RKO,SFX,15,2,LOW
RKO-SFX,RKO,SFX,16,1,LOW
RKO-SFX,RKO,SFX,17,3,MEDIUM
RKO-SFX,RKO,SFX,18,1,LOW
RKO-SFX,RKO,SFX,19,1,LOW
RKO-SFX,RKO,SFX,20,3,MEDIUM
RKO-SFX,RKO,SFX,21,1,LOW
RKO-SFX,RKO,SFX,23,1,LOW
RKSH-VRH,RKSH,VRH,4,2,LOW
RKSH-VRH,RKSH,VRH,5,1,LOW
RKSH-VRH,RKSH,VRH,7,1,LOW
RKSH-VRH,RKSH,VRH,8,1,LOW
RKSH-VRH,RKSH,VRH,10,1,LOW
RKSH-VRH,RKSH,VRH,11,1,LOW
RKSH-VRH,RKSH,VRH,13,1,LOW
RKSH-VRH,RKSH,VRH,14,1,LOW
RKSH-VRH,RKSH,VRH,16,1,LOW
RKSH-VRH,RKSH,VRH,17,1,LOW
RKSH-VRH,RKSH,VRH,18,1,LOW
RKSN-SINI,RKSN,SINI,0,1,LOW
RKSN-SINI,RKSN,SINI,2,1,LOW
RKSN-SINI,RKSN,SINI,5,1,LOW
RKSN-SINI,RKSN,SINI,6,1,LOW
RKSN-SINI,RKSN,SINI,8,2,LOW
RKSN-SINI,RKSN,SINI,11,1,LOW
RKSN-SINI,RKSN,SINI,13,1,LOW
RKSN-SINI,RKSN,SINI,15,1,LOW
RKSN-SINI,RKSN,SINI,17,1,LOW
RKSN-SINI,RKSN,SINI,19,1,LOW
RKSN-SINI,RKSN,SINI,20,1,LOW
RKSN-TATA,RKSN,TATA,8,1,LOW
RKSN-TATA,RKSN,TATA,13,1,LOW
RLA-SVKD,RLA,SVKD,1,1,LOW
RLA-SVKD,RLA,SVKD,5,1,LOW
RLA-SVKD,RLA,SVKD,13,1,LOW
RLA-SVKD,RLA,SVKD,20,2,LOW
RLA-VVV,RLA,VVV,8,1,LOW
RLA-VVV,RLA,VVV,13,1,LOW
RLA-VVV,RLA,VVV,14,1,LOW
RLA-VVV,RLA,VVV,18,1,LOW
RLG-TNKU,RLG,TNKU,5,1,LOW
RLG-TNKU,RLG,TNKU,6,1,LOW
RLG-TNKU,RLG,TNKU,18,1,LOW
RLG-TNKU,RLG,TNKU,21,1,LOW
RLG-TNKU,RLG,TNKU,22,1,LOW
RLG-VPU,RLG,VPU,8,2,LOW
RLG-VPU,RLG,VPU,9,1,LOW
RLG-VPU,RLG,VPU,13,1,LOW
RLG-VPU,RLG,VPU,15,1,LOW
RLG-VPU,RLG,VPU,16,1,LOW
RLG-VPU,RLG,VPU,18,1,LOW
RLL-VRN,RLL,VRN,11,1,LOW
RLL-VRN,RLL,VRN,14,1,LOW
RLO-TU,RLO,TU,7,1,LOW
RLO-TU,RLO,TU,18,1,LOW
RLO-TU,RLO,TU,22,1,LOW
RLO-TU,RLO,TU,23,1,LOW
RLO-VML,RLO,VML,12,1,LOW
RLO-VML,RLO,VML,13,1,LOW
RLP-SOQ,RLP,SOQ,9,1,LOW
RLP-SOQ,RLP,SOQ,17,1,LOW
RLR-SSR,RLR,SSR,9,1,LOW
RLR-SSR,RLR,SSR,14,1,LOW
RMA-RTM,RMA,RTM,5,1,LOW
RMA-RTM,RMA,RTM,13,1,LOW
RMA-SGZ,RMA,SGZ,0,2,LOW
RMA-SGZ,RMA,SGZ,5,2,LOW
RMA-SGZ,RMA,SGZ,8,1,LOW
RMA-SGZ,RMA,SGZ,11,1,LOW
RMA-SGZ,RMA,SGZ,12,1,LOW
RMA-SGZ,RMA,SGZ,14,1,LOW
RMA-SGZ,RMA,SGZ,16,2,LOW
RMA-SGZ,RMA,SGZ,20,1,LOW
RMB-SDLP,RMB,SDLP,10,1,LOW
RMB-SDLP,RMB,SDLP,17,1,LOW
RMD-RMM,RMD,RMM,4,1,LOW
RMD-RMM,RMD,RMM,8,1,LOW
RMD-RMM,RMD,RMM,20,2,LOW
RMD-RMM,RMD,RMM,22,1,LOW
RMD-RMM,RMD,RMM,23,1,LOW
RMD-SQD,RMD,SQD,6,1,LOW
RMD-SQD,RMD,SQD,8,1,LOW
RMD-SQD,RMD,SQD,10,1,LOW
RMD-SQD,RMD,SQD,12,1,LOW
RMD-SQD,RMD,SQD,14,1,LOW
RMD-SQD,RMD,SQD,15,1,LOW
RMD-SQD,RMD,SQD,19,1,LOW
RMD-SQD,RMD,SQD,20,1,LOW
RMD-VTV,RMD,VTV,6,1,LOW
RMD-VTV,RMD,VTV,8,1,LOW
RMD-VTV,RMD,VTV,10,1,LOW
RMD-VTV,RMD,VTV,12,1,LOW
RMD-VTV,RMD,VTV,14,2,LOW
RMD-VTV,RMD,VTV,19,1,LOW
RMD-VTV,RMD,VTV,20,1,LOW
RMGM-SBC,RMGM,SBC,3,1,LOW
RMGM-SBC,RMGM,SBC,19,1,LOW
RMH-SOG,RMH,SOG,0,1,LOW
RMH-SOG,RMH,SOG,1,1,LOW
RMH-SOG,RMH,SOG,8,1,LOW
RMH-SOG,RMH,SOG,12,1,LOW
RMH-SOG,RMH,SOG,14,1,LOW
RMH-SOG,RMH,SOG,17,1,LOW
RMJ-SRC,RMJ,SRC,0,1,LOW
RMJ-SRC,RMJ,SRC,3,1,LOW
RMJ-SRC,RMJ,SRC,4,5,MEDIUM
RMJ-SRC,RMJ,SRC,5,7,MEDIUM
RMJ-SRC,RMJ,SRC,6,8,HIGH
RMJ-SRC,RMJ,SRC,7,7,MEDIUM
RMJ-SRC,RMJ,SRC,8,9,HIGH
RMJ-SRC,RMJ,SRC,9,7,MEDIUM
RMJ-SRC,RMJ,SRC,10,7,MEDIUM
RMJ-SRC,RMJ,SRC,11,3,MEDIUM
RMJ-SRC,RMJ,SRC,12,5,MEDIUM
RMJ-SRC,RMJ,SRC,13,3,MEDIUM
RMJ-SRC,RMJ,SRC,14,5,MEDIUM
RMJ-SRC,RMJ,SRC,15,3,MEDIUM
RMJ-SRC,RMJ,SRC,16,2,LOW
RMJ-SRC,RMJ,SRC,17,4,MEDIUM
RMJ-SRC,RMJ,SRC,18,3,MEDIUM
RMJ-SRC,RMJ,SRC,20,6,MEDIUM
RMJ-SRC,RMJ,SRC,21,5,MEDIUM
RMJ-SRC,RMJ,SRC,22,4,MEDIUM
RMJ-SRC,RMJ,SRC,23,3,MEDIUM
RMJK-UHP,RMJK,UHP,7,2,LOW
RMJK-UHP,RMJK,UHP,8,1,LOW
RMJK-UHP,RMJK,UHP,9,1,LOW
RMJK-UHP,RMJK,UHP,11,1,LOW
RMJK-UHP,RMJK,UHP,15,1,LOW
RMJK-UHP,RMJK,UHP,17,1,LOW
RMJK-UHP,RMJK,UHP,18,2,LOW
RMJK-UHP,RMJK,UHP,19,1,LOW
RML-SALR,RML,SALR,6,2,LOW
RML-SALR,RML,SALR,8,2,LOW
RML-SALR,RML,SALR,10,1,LOW
RML-SALR,RML,SALR,11,1,LOW
RML-SALR,RML,SALR,15,1,LOW
RML-SALR,RML,SALR,16,1,LOW
RML-SALR,RML,SALR,17,1,LOW
RML-SALR,RML,SALR,18,1,LOW
RMNP-SC,RMNP,SC,7,2,LOW
RMNP-SC,RMNP,SC,15,1,LOW
RMNP-SC,RMNP,SC,16,1,LOW
RMNP-VLG,RMNP,VLG,6,1,LOW
RMNP-VLG,RMNP,VLG,10,1,LOW
RMNP-VLG,RMNP,VLG,12,1,LOW
RMNP-VLG,RMNP,VLG,14,1,LOW
RMNP-VLG,RMNP,VLG,18,1,LOW
RMNP-VLG,RMNP,VLG,21,1,LOW
RMP-TAZ,RMP,TAZ,5,1,LOW
RMP-TAZ,RMP,TAZ,8,2,LOW
RMP-TAZ,RMP,TAZ,11,1,LOW
RMP-TAZ,RMP,TAZ,14,1,LOW
RMP-TAZ,RMP,TAZ,16,1,LOW
RMP-TAZ,RMP,TAZ,18,1,LOW
RMP-TAZ,RMP,TAZ,20,1,LOW
RMPH-SBL,RMPH,SBL,6,1,LOW
RMPH-SBL,RMPH,SBL,11,2,LOW
RMPH-SBL,RMPH,SBL,18,1,LOW
RMRB-TKRA,RMRB,TKRA,5,1,LOW
RMRB-TKRA,RMRB,TKRA,6,1,LOW
RMRB-TKRA,RMRB,TKRA,10,1,LOW
RMRB-TKRA,RMRB,TKRA,11,1,LOW
RMRB-TKRA,RMRB,TKRA,21,1,LOW
RMSR-SBNR,RMSR,SBNR,5,1,LOW
RMSR-SBNR,RMSR,SBNR,6,1,LOW
RMSR-SBNR,RMSR,SBNR,9,1,LOW
RMSR-SBNR,RMSR,SBNR,10,1,LOW
RMSR-SBNR,RMSR,SBNR,15,1,LOW
RMSR-SBNR,RMSR,SBNR,17,1,LOW
RMSR-SBNR,RMSR,SBNR,19,1,LOW
RMSR-SBNR,RMSR,SBNR,20,1,LOW
RMU-RUPC,RMU,RUPC,9,1,LOW
RMU-RUPC,RMU,RUPC,16,1,LOW
RMU-SAR,RMU,SAR,6,1,LOW
RMU-SAR,RMU,SAR,8,1,LOW
RMU-SAR,RMU,SAR,16,1,LOW
RMU-SAR,RMU,SAR,19,1,LOW
RMV-TGU,RMV,TGU,9,1,LOW
RMV-UPL,RMV,UPL,3,1,LOW
RMW-RURA,RMW,RURA,6,1,LOW
RMW-RURA,RMW,RURA,8,1,LOW
RMW-RURA,RMW,RURA,11,1,LOW
RMW-RURA,RMW,RURA,14,1,LOW
RMW-RURA,RMW,RURA,19,1,LOW
RMY-TDU,RMY,TDU,3,1,LOW
RMY-TDU,RMY,TDU,6,1,LOW
RMY-TDU,RMY,TDU,7,1,LOW
RMY-TDU,RMY,TDU,8,1,LOW
RMY-TDU,RMY,TDU,14,1,LOW
RMY-TDU,RMY,TDU,15,1,LOW
RMY-TDU,RMY,TDU,16,1,LOW
RMY-TDU,RMY,TDU,19,1,LOW
RMY-TDU,RMY,TDU,20,1,LOW
RMY-TDU,RMY,TDU,22,1,LOW
RN-SGR,RN,SGR,2,1,LOW
RN-SGR,RN,SGR,4,1,LOW
RN-SGR,RN,SGR,5,1,LOW
RN-SGR,RN,SGR,12,1,LOW
RN-SGR,RN,SGR,13,1,LOW
RN-SGR,RN,SGR,15,1,LOW
RN-SGR,RN,SGR,22,1,LOW
RN-SGR,RN,SGR,23,2,LOW
RN-SNDD,RN,SNDD,2,1,LOW
RN-SNDD,RN,SNDD,4,1,LOW
RN-SNDD,RN,SNDD,10,1,LOW
RN-SNDD,RN,SNDD,13,1,LOW
RN-SNDD,RN,SNDD,18,1,LOW
RN-SNDD,RN,SNDD,23,1,LOW
RN-SWV,RN,SWV,2,2,LOW
RN-SWV,RN,SWV,3,1,LOW
RN-SWV,RN,SWV,9,1,LOW
RN-SWV,RN,SWV,11,1,LOW
RN-SWV,RN,SWV,12,1,LOW
RN-SWV,RN,SWV,21,1,LOW
RN-SWV,RN,SWV,23,1,LOW
RN-THVM,RN,THVM,9,1,LOW
RN-THVM,RN,THVM,12,1,LOW
RN-VEER,RN,VEER,7,1,LOW
RN-VEER,RN,VEER,15,1,LOW
RN-VID,RN,VID,5,1,LOW
RN-VID,RN,VID,22,1,LOW
RNBD-RWO,RNBD,RWO,6,1,LOW
RNBD-RWO,RNBD,RWO,7,1,LOW
RNBD-RWO,RNBD,RWO,9,1,LOW
RNBD-RWO,RNBD,RWO,10,1,LOW
RNBD-RWO,RNBD,RWO,16,1,LOW
RNBD-RWO,RNBD,RWO,19,2,LOW
RNBD-RWO,RNBD,RWO,22,1,LOW
RNBD-SKR,RNBD,SKR,6,1,LOW
RNBD-SKR,RNBD,SKR,7,1,LOW
RNBD-SKR,RNBD,SKR,9,1,LOW
RNBD-SKR,RNBD,SKR,10,1,LOW
RNBD-SKR,RNBD,SKR,15,1,LOW
RNBD-SKR,RNBD,SKR,18,1,LOW
RNBD-SKR,RNBD,SKR,19,1,LOW
RNBD-SKR,RNBD,SKR,21,1,LOW
RNBT-TIG,RNBT,TIG,1,1,LOW
RNBT-TIG,RNBT,TIG,4,1,LOW
RNBT-TIG,RNBT,TIG,6,2,LOW
RNBT-TIG,RNBT,TIG,9,1,LOW
RNBT-TIG,RNBT,TIG,13,1,LOW
RNBT-TIG,RNBT,TIG,19,2,LOW
RNC-ROU,RNC,ROU,0,1,LOW
RNC-ROU,RNC,ROU,14,1,LOW
RNC-ROU,RNC,ROU,19,2,LOW
RNC-ROU,RNC,ROU,21,2,LOW
RNG-UDL,RNG,UDL,0,2,LOW
RNG-UDL,RNG,UDL,1,1,LOW
RNG-UDL,RNG,UDL,2,4,MEDIUM
RNG-UDL,RNG,UDL,3,1,LOW
RNG-UDL,RNG,UDL,5,3,MEDIUM
RNG-UDL,RNG,UDL,6,3,MEDIUM
RNG-UDL,RNG,UDL,7,3,MEDIUM
RNG-UDL,RNG,UDL,8,2,LOW
RNG-UDL,RNG,UDL,9,5,MEDIUM
RNG-UDL,RNG,UDL,10,2,LOW
RNG-UDL,RNG,UDL,11,2,LOW
RNG-UDL,RNG,UDL,12,3,MEDIUM
RNG-UDL,RNG,UDL,13,1,LOW
RNG-UDL,RNG,UDL,14,3,MEDIUM
RNG-UDL,RNG,UDL,15,1,LOW
RNG-UDL,RNG,UDL,16,2,LOW
RNG-UDL,RNG,UDL,17,4,MEDIUM
RNG-UDL,RNG,UDL,18,2,LOW
RNG-UDL,RNG,UDL,19,2,LOW
RNG-UDL,RNG,UDL,20,3,MEDIUM
RNG-UDL,RNG,UDL,21,3,MEDIUM
RNG-UDL,RNG,UDL,22,2,LOW
RNGN-SIBR,RNGN,SIBR,12,1,LOW
RNGN-SIBR,RNGN,SIBR,14,1,LOW
RNGR-SHMR,RNGR,SHMR,4,1,LOW
RNGR-SHMR,RNGR,SHMR,7,1,LOW
RNGR-SHMR,RNGR,SHMR,8,1,LOW
RNGR-SHMR,RNGR,SHMR,11,1,LOW
RNGR-SHMR,RNGR,SHMR,12,1,LOW
RNGR-SHMR,RNGR,SHMR,15,1,LOW
RNGR-SHMR,RNGR,SHMR,17,1,LOW
RNGR-SHMR,RNGR,SHMR,20,1,LOW
RNGR-SHMR,RNGR,SHMR,21,1,LOW
RNJ-SNBD,RNJ,SNBD,6,1,LOW
RNJ-SNBD,RNJ,SNBD,8,1,LOW
RNJ-SNBD,RNJ,SNBD,10,2,LOW
RNJ-SNBD,RNJ,SNBD,13,1,LOW
RNJ-SNBD,RNJ,SNBD,16,1,LOW
RNJ-SNBD,RNJ,SNBD,18,1,LOW
RNJ-SNBD,RNJ,SNBD,22,1,LOW
RNJD-SRL,RNJD,SRL,2,1,LOW
RNJD-SRL,RNJD,SRL,4,1,LOW
RNJD-SRL,RNJD,SRL,9,1,LOW
RNJD-SRL,RNJD,SRL,14,1,LOW
RNJD-SRL,RNJD,SRL,16,1,LOW
RNJD-SRL,RNJD,SRL,17,1,LOW
RNJD-VPR,RNJD,VPR,2,1,LOW
RNJD-VPR,RNJD,VPR,4,1,LOW
RNJD-VPR,RNJD,VPR,9,1,LOW
RNJD-VPR,RNJD,VPR,14,1,LOW
RNJD-VPR,RNJD,VPR,16,1,LOW
RNJD-VPR,RNJD,VPR,17,1,LOW
RNL-TISI,RNL,TISI,4,1,LOW
RNL-TISI,RNL,TISI,12,1,LOW
RNL-TISI,RNL,TISI,14,1,LOW
RNL-TISI,RNL,TISI,22,1,LOW
RNN-YNK,RNN,YNK,8,2,LOW
RNN-YNK,RNN,YNK,14,1,LOW
RNN-YNK,RNN,YNK,18,1,LOW
RNO-VDA,RNO,VDA,1,1,LOW
RNO-VDA,RNO,VDA,16,1,LOW
RNPR-SLS,RNPR,SLS,3,1,LOW
RNPR-SLS,RNPR,SLS,4,1,LOW
RNPR-SLS,RNPR,SLS,6,1,LOW
RNPR-SLS,RNPR,SLS,7,1,LOW
RNPR-SLS,RNPR,SLS,8,3,MEDIUM
RNPR-SLS,RNPR,SLS,9,1,LOW
RNPR-SLS,RNPR,SLS,11,1,LOW
RNPR-SLS,RNPR,SLS,15,1,LOW
