block_id,section_id,date,day_of_week,month,is_weekend,maintenance_type,required_asset_type,priority,weather,start_hour,trains_count,traffic_level,assets_of_type_in_section,asset_type_availability_pct,had_availability_record,section_historical_overrun_rate,planned_duration_min,overrun_min,overrun_flag,actual_duration_min
B02613,BHS-BPL,2025-03-17,Monday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,0,2.0,LOW,0.0,1.0,1,0.3888888888888889,101.0,17.1,1,118.1
B14965,BIJ-THP,2025-03-17,Monday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.36363636363636365,213.9,12.4,1,226.3
B07087,BPAE-BRPA,2025-03-17,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.5,231.4,28.0,1,259.4
B09562,BSP-R,2025-03-17,Monday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,4,0.0,LOW,0.0,1.0,1,0.6111111111111112,103.8,18.1,1,121.9
B06557,CLT-TIR,2025-03-17,Monday,3,0,Points Renewal,Rail Crane,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.5,201.4,-3.8,0,197.6
B14959,GCN-SJPR,2025-03-17,Monday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,23,1.0,LOW,0.0,1.0,1,0.4166666666666667,104.9,43.1,1,148.0
B07963,GWL-MRA,2025-03-17,Monday,3,0,Rail Welding,Rail Crane,Low,Clear,0,3.0,MEDIUM,0.0,1.0,1,0.4444444444444444,93.2,-25.0,0,68.2
B08035,KIG-MCA,2025-03-17,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,23,2.0,LOW,0.0,1.0,1,0.45454545454545453,194.0,39.3,1,233.4
B04972,KNR-NH,2025-03-17,Monday,3,0,Track Repair,Tamping Machine,Medium,Clear,0,3.0,MEDIUM,0.0,1.0,1,0.5454545454545454,158.5,-3.6,0,154.9
B04766,KOTA-RMA,2025-03-17,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,3,4.0,MEDIUM,0.0,1.0,1,0.6666666666666666,168.6,-21.5,0,147.1
B05845,KQD-NLRD,2025-03-17,Monday,3,0,Points Renewal,Rail Crane,Low,Clear,23,1.0,LOW,0.0,1.0,1,0.3333333333333333,197.7,49.8,1,247.5
B12016,KZJ-WL,2025-03-17,Monday,3,0,Rail Welding,Rail Crane,Low,Fog,23,3.0,MEDIUM,0.0,1.0,1,0.5,86.3,39.6,1,125.9
B03671,MMR-NK,2025-03-17,Monday,3,0,Track Repair,Tamping Machine,Low,Fog,22,4.0,MEDIUM,0.0,1.0,1,0.5555555555555556,171.9,35.8,1,207.7
B12061,MMR-NK,2025-03-17,Monday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,2,1.0,LOW,0.0,1.0,1,0.6,80.3,-25.0,0,55.3
B14336,BBQ-MMCC,2025-03-18,Tuesday,3,0,Track Repair,Tamping Machine,High,Clear,2,0.0,LOW,0.0,1.0,1,0.5833333333333334,201.0,-21.3,0,179.7
B04763,BDC-BWN,2025-03-18,Tuesday,3,0,Track Repair,Tamping Machine,Low,Light Rain,22,2.0,LOW,0.0,1.0,1,0.8,162.9,17.8,1,180.6
B05770,BGB-NAI,2025-03-18,Tuesday,3,0,Points Renewal,Rail Crane,Low,Clear,4,2.0,LOW,0.0,0.5,1,0.6666666666666666,282.7,14.2,1,296.9
B13536,BGJT-GIA,2025-03-18,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Medium,Clear,22,9.0,HIGH,0.0,1.0,1,0.9090909090909091,141.8,46.9,1,188.7
B12974,CPB-MGW,2025-03-18,Tuesday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.6153846153846154,95.8,30.7,1,126.5
B13981,DG-TPJ,2025-03-18,Tuesday,3,0,Points Renewal,Rail Crane,Low,Fog,23,3.0,MEDIUM,0.0,0.5,1,0.5882352941176471,165.6,7.8,0,173.4
B01177,DQR-YKA,2025-03-18,Tuesday,3,0,Signal Maintenance,Tower Wagon,Medium,Fog,0,0.0,LOW,0.0,1.0,1,0.5,89.1,25.2,1,114.3
B05064,FNB-NCHS,2025-03-18,Tuesday,3,0,Rail Welding,Rail Crane,Medium,Clear,4,2.0,LOW,0.0,0.5,1,0.6875,102.6,40.4,1,143.0
B12333,KSNG-TIG,2025-03-18,Tuesday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,2.0,LOW,0.0,0.6666666666666666,1,0.7272727272727273,142.6,51.4,1,194.0
B05303,MAF-TO,2025-03-18,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Heavy Rain,0,0.0,LOW,0.0,1.0,1,0.4117647058823529,231.3,1.5,0,232.8
B04445,MPK-MS,2025-03-18,Tuesday,3,0,Track Repair,Tamping Machine,Medium,Clear,0,2.0,LOW,0.0,1.0,1,0.5384615384615384,180.7,12.1,1,192.9
B01789,MSU-PLMG,2025-03-18,Tuesday,3,0,Signal Maintenance,Tower Wagon,Low,Light Rain,3,2.0,LOW,0.0,1.0,1,0.9166666666666666,115.1,-8.6,0,106.5
B05116,MYR-STA,2025-03-18,Tuesday,3,0,Points Renewal,Rail Crane,Low,Fog,2,0.0,LOW,0.0,0.5,1,0.3,179.0,18.8,1,197.8
B00141,BALU-KUR,2025-03-19,Wednesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,0,4.0,MEDIUM,0.0,0.5,1,0.55,155.1,0.9,0,156.0
B07909,BBS-KUR,2025-03-19,Wednesday,3,0,Rail Welding,Rail Crane,Medium,Clear,0,6.0,MEDIUM,0.0,0.75,1,0.4666666666666667,95.8,36.3,1,132.1
B08924,BDC-HYG,2025-03-19,Wednesday,3,0,Points Renewal,Rail Crane,Low,Fog,3,0.0,LOW,0.0,0.75,1,0.4444444444444444,184.8,32.7,1,217.5
B07857,BGL-MYHT,2025-03-19,Wednesday,3,0,Points Renewal,Rail Crane,Low,Clear,22,2.0,LOW,1.0,0.75,1,0.3888888888888889,244.5,37.8,1,282.3
B03326,BHGH-BHNA,2025-03-19,Wednesday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,0.0,LOW,0.0,0.0,1,0.7692307692307693,138.0,36.6,1,174.7
B00673,BHKA-SXC,2025-03-19,Wednesday,3,0,Points Renewal,Rail Crane,Low,Clear,4,2.0,LOW,0.0,0.75,1,0.5384615384615384,242.5,-10.8,0,231.8
B00707,BNC-BNCE,2025-03-19,Wednesday,3,0,Signal Maintenance,Tower Wagon,Low,Light Rain,1,0.0,LOW,0.0,0.8,1,0.5,127.5,43.3,1,170.8
B11200,BND-VK,2025-03-19,Wednesday,3,0,OHE Maintenance,OHE Maintenance Special,High,Heavy Rain,0,6.0,MEDIUM,0.0,0.0,1,0.3888888888888889,165.5,19.1,1,184.6
B01884,BRBD-BTNR,2025-03-19,Wednesday,3,0,Signal Maintenance,Tower Wagon,Medium,Clear,3,0.0,LOW,0.0,0.8,1,0.8,80.5,20.4,1,100.9
B04485,BRC-RTM,2025-03-19,Wednesday,3,0,Ballast Renewal,Ballast Regulator,Low,Light Rain,22,2.0,LOW,1.0,0.0,1,0.5,237.6,-3.6,0,234.0
B02874,CDNR-HFZ,2025-03-19,Wednesday,3,0,Signal Maintenance,Tower Wagon,Medium,Clear,2,0.0,LOW,1.0,0.8,1,0.4,97.2,-8.1,0,89.1
B09466,CNB-NDLS,2025-03-19,Wednesday,3,0,Rail Welding,Rail Crane,Low,Clear,4,2.0,LOW,0.0,0.75,1,0.6666666666666666,108.3,36.2,1,144.5
B04438,CSMT-PNVL,2025-03-19,Wednesday,3,0,Points Renewal,Rail Crane,Medium,Light Rain,3,0.0,LOW,0.0,0.75,1,0.45454545454545453,208.0,21.2,1,229.2
B11078,JRC-PGW,2025-03-19,Wednesday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,3.0,MEDIUM,0.0,0.0,1,0.46153846153846156,158.7,-7.6,0,151.1
B06574,KYJ-MVLK,2025-03-19,Wednesday,3,0,Points Renewal,Rail Crane,Low,Clear,1,2.0,LOW,0.0,0.75,1,0.6923076923076923,193.2,-15.1,0,178.1
B14069,MCA-NDGJ,2025-03-19,Wednesday,3,0,Rail Welding,Rail Crane,Low,Extreme Heat,0,0.0,LOW,0.0,0.75,1,0.45,75.4,11.7,1,87.1
B14110,NCB-NOQ,2025-03-19,Wednesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Fog,1,4.0,MEDIUM,0.0,0.5,1,0.6111111111111112,112.9,54.0,1,167.0
B04241,TGN-VDN,2025-03-19,Wednesday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,0.0,LOW,0.0,0.0,1,0.5,170.9,22.5,1,193.4
B06924,AKRA-NAI,2025-03-20,Thursday,3,0,Rail Welding,Rail Crane,Low,Clear,2,0.0,LOW,0.0,0.8550632911392405,0,0.6,95.1,-11.7,0,83.3
B12293,APR-PND,2025-03-20,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Extreme Heat,22,1.0,LOW,0.0,0.8539473684210527,0,0.8,154.2,-13.0,0,141.3
B09839,BGAE-JIT,2025-03-20,Thursday,3,0,Points Renewal,Rail Crane,Low,Light Rain,3,1.0,LOW,0.0,0.8550632911392405,0,0.75,179.0,-12.6,0,166.5
B00274,BRPA-MBE,2025-03-20,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,0.0,LOW,0.0,0.8539473684210527,0,0.5,194.9,33.7,1,228.6
B09544,BSL-KNW,2025-03-20,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,1,0.0,LOW,0.0,0.8539473684210527,0,0.6363636363636364,192.9,36.0,1,228.9
B00385,BVA-CGA,2025-03-20,Thursday,3,0,Points Renewal,Rail Crane,Medium,Clear,1,0.0,LOW,0.0,0.8550632911392405,0,0.7272727272727273,143.0,-9.6,0,133.5
B10740,BZA-RJY,2025-03-20,Thursday,3,0,Track Repair,Tamping Machine,Low,Clear,22,1.0,LOW,0.0,0.8466101694915255,0,0.5,185.5,3.9,0,189.4
B03669,BZN-GGTA,2025-03-20,Thursday,3,0,Rail Welding,Rail Crane,Low,Clear,0,2.0,LOW,0.0,0.8550632911392405,0,0.4375,96.9,9.8,0,106.7
B12072,DAPD-KK,2025-03-20,Thursday,3,0,Track Repair,Tamping Machine,Low,Heavy Rain,3,0.0,LOW,0.0,0.8466101694915255,0,0.4444444444444444,184.4,44.9,1,229.3
B10056,DIVA-KOPR,2025-03-20,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Medium,Clear,22,14.0,HIGH,1.0,0.8539473684210527,0,0.5384615384615384,156.0,11.3,1,167.3
B08752,DKAE-GBRA,2025-03-20,Thursday,3,0,Rail Welding,Rail Crane,Low,Heavy Rain,0,0.0,LOW,0.0,0.8550632911392405,0,0.6111111111111112,94.1,40.1,1,134.1
B11503,KZJ-SC,2025-03-20,Thursday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,2.0,LOW,0.0,0.8582191780821918,0,0.7272727272727273,168.7,-1.1,0,167.6
B13018,MS-TBM,2025-03-20,Thursday,3,0,Track Repair,Tamping Machine,Low,Light Rain,1,0.0,LOW,0.0,0.8466101694915255,0,0.5789473684210527,200.9,-3.6,0,197.3
B02227,OKA-TKD,2025-03-20,Thursday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,1,0.0,LOW,0.0,0.8582191780821918,0,0.6428571428571429,126.1,-3.3,0,122.8
B14958,PV-TLM,2025-03-20,Thursday,3,0,Points Renewal,Rail Crane,Medium,Clear,0,3.0,MEDIUM,0.0,0.8550632911392405,0,0.6666666666666666,224.6,22.3,1,246.9
B08522,ADI-MAN,2025-03-21,Friday,3,0,Points Renewal,Rail Crane,Low,Clear,0,3.0,MEDIUM,0.0,0.8550632911392405,0,0.6,190.5,-5.7,0,184.8
B11627,BBAE-SHE,2025-03-21,Friday,3,0,Ballast Renewal,Ballast Regulator,Medium,Clear,4,3.0,MEDIUM,0.0,0.8592741935483871,0,0.4666666666666667,162.1,25.3,1,187.4
B07531,BHC-BLS,2025-03-21,Friday,3,0,Ballast Renewal,Ballast Regulator,Low,Fog,1,3.0,MEDIUM,0.0,0.8592741935483871,0,0.631578947368421,210.8,28.0,1,238.8
B01942,CDAE-PBZ,2025-03-21,Friday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Extreme Heat,22,3.0,MEDIUM,0.0,0.8539473684210527,0,0.5555555555555556,160.7,-4.8,0,155.9
B07088,CKP-TATA,2025-03-21,Friday,3,0,Track Repair,Tamping Machine,Low,Clear,4,2.0,LOW,0.0,0.8466101694915255,0,0.38461538461538464,167.4,-20.9,0,146.6
B12167,DWR-UBL,2025-03-21,Friday,3,0,Track Repair,Tamping Machine,Low,Fog,22,2.0,LOW,0.0,0.8466101694915255,0,0.5555555555555556,202.7,-16.0,0,186.7
B01501,KYQ-RNY,2025-03-21,Friday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,1,0.0,LOW,0.0,0.8666666666666667,0,0.5,102.6,-10.4,0,92.2
B06683,PRWS-TI,2025-03-21,Friday,3,0,OHE Maintenance,OHE Maintenance Special,Medium,Clear,4,5.0,MEDIUM,0.0,0.8582191780821918,0,0.45454545454545453,185.7,7.7,0,193.4
B05152,PV-TLM,2025-03-21,Friday,3,0,Rail Welding,Rail Crane,Medium,Light Rain,0,3.0,MEDIUM,0.0,0.8550632911392405,0,0.6875,55.7,41.9,1,97.6
B03385,AKP-DVD,2025-03-22,Saturday,3,1,Signal Maintenance,Tower Wagon,Low,Clear,3,2.0,LOW,0.0,0.8666666666666667,0,0.38461538461538464,84.3,9.8,0,94.1
B11232,BDC-HYG,2025-03-22,Saturday,3,1,Ballast Renewal,Ballast Regulator,Low,Clear,1,1.0,LOW,0.0,0.8592741935483871,0,0.47368421052631576,200.2,-15.0,0,185.2
B03380,BGF-DBP,2025-03-22,Saturday,3,1,OHE Maintenance,OHE Maintenance Special,Low,Fog,1,0.0,LOW,0.0,0.8582191780821918,0,0.6428571428571429,147.3,30.9,1,178.2
B04674,BLN-LKF,2025-03-22,Saturday,3,1,Rail Welding,Rail Crane,Low,Light Rain,2,0.0,LOW,0.0,0.8550632911392405,0,0.8571428571428571,84.5,-1.3,0,83.1
B08186,BMG-DTK,2025-03-22,Saturday,3,1,Ballast Renewal,Ballast Regulator,Medium,Clear,0,1.0,LOW,0.0,0.8592741935483871,0,0.8,229.4,24.4,1,253.8
B12517,BPL-ET,2025-03-22,Saturday,3,1,Rail Welding,Rail Crane,Low,Heavy Rain,0,1.0,LOW,0.0,0.8550632911392405,0,0.7142857142857143,87.2,57.8,1,145.1
B03827,BPQ-SKZR,2025-03-22,Saturday,3,1,Ballast Renewal,Ballast Regulator,Low,Clear,2,6.0,MEDIUM,0.0,0.8592741935483871,0,0.5555555555555556,195.3,9.5,0,204.8
B11167,BY-CSMT,2025-03-22,Saturday,3,1,Track Repair,Tamping Machine,Low,Extreme Heat,22,0.0,LOW,0.0,0.8466101694915255,0,0.5333333333333333,118.4,2.9,0,121.3
B08034,CGY-TRVL,2025-03-22,Saturday,3,1,Track Repair,Tamping Machine,Low,Clear,1,1.0,LOW,0.0,0.8466101694915255,0,0.5,195.9,0.0,0,195.9
B09782,DOS-SSM,2025-03-22,Saturday,3,1,Ballast Renewal,Ballast Regulator,Low,Clear,0,2.0,LOW,1.0,0.8592741935483871,0,0.2857142857142857,182.9,4.3,0,187.2
B08584,OTP-PGT,2025-03-22,Saturday,3,1,Track Repair,Tamping Machine,Low,Clear,1,2.0,LOW,0.0,0.8466101694915255,0,0.3333333333333333,142.7,-6.9,0,135.8
B11735,BGRA-DTAE,2025-03-23,Sunday,3,1,OHE Maintenance,OHE Maintenance Special,Low,Clear,2,0.0,LOW,0.0,0.75,1,0.2222222222222222,167.5,19.8,1,187.3
B05578,BPQ-CD,2025-03-23,Sunday,3,1,Rail Welding,Rail Crane,Low,Light Rain,23,2.0,LOW,0.0,0.875,1,0.75,81.8,11.2,1,93.0
B03850,CNB-CPB,2025-03-23,Sunday,3,1,Points Renewal,Rail Crane,Low,Clear,3,0.0,LOW,0.0,0.875,1,0.375,187.0,12.3,1,199.3
B02306,CRD-PR,2025-03-23,Sunday,3,1,Track Stabilization,Dynamic Track Stabilizer,High,Clear,0,6.0,MEDIUM,0.0,0.6,1,0.7,229.8,-3.0,0,226.8
B00462,DIVA-MBQ,2025-03-23,Sunday,3,1,Rail Welding,Rail Crane,Medium,Light Rain,4,1.0,LOW,1.0,0.875,1,0.375,108.1,7.6,0,115.7
B00481,DURG-G,2025-03-23,Sunday,3,1,Signal Maintenance,Tower Wagon,Low,Extreme Heat,0,0.0,LOW,0.0,1.0,1,0.7142857142857143,101.1,16.5,1,117.5
B06759,GPD-KVP,2025-03-23,Sunday,3,1,Track Repair,Tamping Machine,Low,Light Rain,1,1.0,LOW,0.0,1.0,1,0.5,130.3,13.4,1,143.6
B12074,KKDE-UMB,2025-03-23,Sunday,3,1,Track Stabilization,Dynamic Track Stabilizer,Low,Heavy Rain,2,2.0,LOW,0.0,0.6,1,0.4375,161.1,33.6,1,194.7
B08484,KVP-PON,2025-03-23,Sunday,3,1,Ballast Renewal,Ballast Regulator,Low,Clear,0,1.0,LOW,0.0,1.0,1,0.7222222222222222,243.4,-23.2,0,220.1
B04345,KYN-SHAD,2025-03-23,Sunday,3,1,Ballast Renewal,Ballast Regulator,Low,Clear,0,3.0,MEDIUM,0.0,1.0,1,0.5454545454545454,247.6,4.7,0,252.2
B13662,KYN-TNA,2025-03-23,Sunday,3,1,Signal Maintenance,Tower Wagon,Medium,Heavy Rain,1,1.0,LOW,0.0,1.0,1,0.5714285714285714,78.7,57.2,1,135.9
B14218,MCA-NDGJ,2025-03-23,Sunday,3,1,Track Repair,Tamping Machine,Low,Heavy Rain,22,2.0,LOW,0.0,1.0,1,0.47619047619047616,166.6,39.0,1,205.6
B11794,MSD-SNRD,2025-03-23,Sunday,3,1,Signal Maintenance,Tower Wagon,High,Fog,22,19.0,VERY_HIGH,0.0,1.0,1,0.6363636363636364,91.2,14.1,1,105.4
B14962,NZM-OKA,2025-03-23,Sunday,3,1,Rail Welding,Rail Crane,Low,Fog,22,2.0,LOW,0.0,0.875,1,0.4,59.9,27.7,1,87.6
B07651,ULNR-VLDI,2025-03-23,Sunday,3,1,Track Stabilization,Dynamic Track Stabilizer,Medium,Light Rain,2,0.0,LOW,0.0,0.6,1,0.25,119.4,14.9,1,134.3
B08788,AGC-MTJ,2025-03-24,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,0,1.0,LOW,0.0,1.0,1,0.3125,232.5,33.1,1,265.6
B14515,AJJ-PLMG,2025-03-24,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.47619047619047616,193.2,34.7,1,228.0
B10317,BDTS-BVI,2025-03-24,Monday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,4.0,MEDIUM,0.0,0.8,1,0.5333333333333333,138.2,19.1,1,157.3
B01226,BDYP-KLKR,2025-03-24,Monday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Heavy Rain,1,0.0,LOW,0.0,1.0,1,0.8333333333333334,140.6,38.6,1,179.2
B05605,BIJ-THP,2025-03-24,Monday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,4,2.0,LOW,0.0,1.0,1,0.4166666666666667,217.9,28.8,1,246.7
B07003,BIJ-THP,2025-03-24,Monday,3,0,Points Renewal,Rail Crane,Low,Clear,1,2.0,LOW,0.0,1.0,1,0.46153846153846156,147.2,15.8,1,163.0
B09229,CNJ-SBB,2025-03-24,Monday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,4,0.0,LOW,0.0,1.0,1,0.9230769230769231,188.3,12.7,1,201.0
B09919,DDJ-SDAH,2025-03-24,Monday,3,0,Track Repair,Tamping Machine,Low,Clear,3,2.0,LOW,0.0,1.0,1,0.4444444444444444,152.3,36.7,1,189.0
B09676,DGR-OYR,2025-03-24,Monday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,1.0,LOW,0.0,1.0,1,0.7,99.9,11.0,1,110.9
B09512,GIA-NRPR,2025-03-24,Monday,3,0,Ballast Renewal,Ballast Regulator,Medium,Clear,3,0.0,LOW,1.0,1.0,1,0.8666666666666667,241.0,21.5,1,262.5
B02456,KYN-TLA,2025-03-24,Monday,3,0,Rail Welding,Rail Crane,Low,Clear,2,0.0,LOW,0.0,1.0,1,0.5,84.9,59.6,1,144.5
B11269,LNL-MVL,2025-03-24,Monday,3,0,Rail Welding,Rail Crane,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.6666666666666666,74.1,-11.3,0,62.8
B08178,MB-RMU,2025-03-24,Monday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,1,3.0,MEDIUM,1.0,0.8,1,0.5,146.7,-21.6,0,125.1
B01424,AMRO-MB,2025-03-25,Tuesday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Light Rain,22,3.0,MEDIUM,0.0,1.0,1,0.631578947368421,154.0,19.4,1,173.4
B04504,BMAE-DNHL,2025-03-25,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Light Rain,4,2.0,LOW,0.0,1.0,1,0.6,207.0,-24.3,0,182.7
B14010,BNAA-BNJ,2025-03-25,Tuesday,3,0,Rail Welding,Rail Crane,Low,Light Rain,4,0.0,LOW,0.0,1.0,1,0.5,109.3,-5.0,0,104.3
B00058,BOI-DBP,2025-03-25,Tuesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,0,0.0,LOW,0.0,0.5,1,0.5263157894736842,168.4,56.2,1,224.6
B00775,CNGR-TRVL,2025-03-25,Tuesday,3,0,Signal Maintenance,Tower Wagon,Medium,Clear,22,1.0,LOW,0.0,1.0,1,0.7058823529411765,106.2,-0.6,0,105.6
B06900,CSMT-PNVL,2025-03-25,Tuesday,3,0,Points Renewal,Rail Crane,Medium,Clear,3,0.0,LOW,0.0,1.0,1,0.5,234.7,15.5,1,250.2
B14970,D-NTA,2025-03-25,Tuesday,3,0,OHE Maintenance,OHE Maintenance Special,Low,Clear,0,1.0,LOW,0.0,1.0,1,0.5,187.8,4.1,0,191.8
B13613,ENR-KAVM,2025-03-25,Tuesday,3,0,Rail Welding,Rail Crane,Low,Clear,0,1.0,LOW,0.0,1.0,1,0.5555555555555556,83.5,-18.4,0,65.1
B09864,FNB-NCHS,2025-03-25,Tuesday,3,0,Rail Welding,Rail Crane,Medium,Clear,0,0.0,LOW,0.0,1.0,1,0.7058823529411765,87.0,9.2,0,96.2
B14755,JAT-UHP,2025-03-25,Tuesday,3,0,Track Repair,Tamping Machine,Low,Clear,4,2.0,LOW,0.0,0.5,1,0.5333333333333333,209.8,54.8,1,264.6
B09954,JSG-ROU,2025-03-25,Tuesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Heavy Rain,0,5.0,MEDIUM,0.0,0.5,1,0.4444444444444444,146.6,6.6,0,153.2
B08820,MDU-VPT,2025-03-25,Tuesday,3,0,Points Renewal,Rail Crane,Low,Light Rain,4,1.0,LOW,0.0,1.0,1,0.4444444444444444,221.7,20.8,1,242.4
B05409,MS-MSB,2025-03-25,Tuesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,0,0.0,LOW,0.0,0.5,1,0.4,138.6,38.8,1,177.4
B03400,OTP-PGT,2025-03-25,Tuesday,3,0,Ballast Renewal,Ballast Regulator,Low,Light Rain,0,0.0,LOW,0.0,1.0,1,0.3125,206.8,12.7,1,219.5
B00541,PTLR-TRL,2025-03-25,Tuesday,3,0,Points Renewal,Rail Crane,Medium,Fog,2,1.0,LOW,0.0,1.0,1,0.6470588235294118,206.1,23.8,1,229.8
B14610,AKRD-CCH,2025-03-26,Wednesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,2,0.0,LOW,0.0,0.8539473684210527,0,0.6842105263157895,146.1,-25.0,0,121.1
B14465,ANG-DD,2025-03-26,Wednesday,3,0,Points Renewal,Rail Crane,Low,Clear,0,1.0,LOW,0.0,0.8,1,0.38461538461538464,205.1,-23.4,0,181.7
B08093,ANNR-TMVL,2025-03-26,Wednesday,3,0,Points Renewal,Rail Crane,Medium,Clear,4,8.0,HIGH,0.0,0.8,1,0.8333333333333334,218.9,14.6,1,233.4
B03241,ATC-STPD,2025-03-26,Wednesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Light Rain,2,0.0,LOW,0.0,0.8539473684210527,0,0.625,132.0,-6.2,0,125.8
B10040,BBT-DGNR,2025-03-26,Wednesday,3,0,OHE Maintenance,OHE Maintenance Special,Medium,Clear,1,0.0,LOW,0.0,1.0,1,0.6470588235294118,161.1,16.0,1,177.1
B08809,BE-MB,2025-03-26,Wednesday,3,0,Points Renewal,Rail Crane,Low,Clear,22,1.0,LOW,0.0,0.8,1,0.35714285714285715,262.2,-6.8,0,255.4
B01631,BPL-HBJ,2025-03-26,Wednesday,3,0,Points Renewal,Rail Crane,Low,Clear,4,2.0,LOW,0.0,0.8,1,0.7272727272727273,164.9,19.5,1,184.3
B01022,BRC-RTM,2025-03-26,Wednesday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Clear,4,4.0,MEDIUM,0.0,0.8539473684210527,0,0.4666666666666667,162.5,11.4,1,173.9
B02260,FM-HPG,2025-03-26,Wednesday,3,0,Rail Welding,Rail Crane,Medium,Clear,4,3.0,MEDIUM,0.0,0.8,1,0.5,98.5,-18.1,0,80.4
B00302,GAYA-KQR,2025-03-26,Wednesday,3,0,Rail Welding,Rail Crane,Low,Fog,0,6.0,MEDIUM,0.0,0.8,1,0.6153846153846154,97.9,74.6,1,172.5
B03284,KJU-TBAE,2025-03-26,Wednesday,3,0,Ballast Renewal,Ballast Regulator,Low,Light Rain,23,3.0,MEDIUM,0.0,1.0,1,0.5652173913043478,227.6,-7.8,0,219.8
B03211,MAK-SBGR,2025-03-26,Wednesday,3,0,Track Repair,Tamping Machine,Medium,Heavy Rain,23,4.0,MEDIUM,0.0,0.75,1,0.6666666666666666,199.9,11.7,1,211.7
B02790,PGT-TCR,2025-03-26,Wednesday,3,0,Ballast Renewal,Ballast Regulator,Low,Clear,0,4.0,MEDIUM,0.0,1.0,1,0.5294117647058824,253.8,-20.2,0,233.6
B08602,ABR-FA,2025-03-27,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Low,Fog,0,3.0,MEDIUM,0.0,0.75,1,0.6111111111111112,142.7,15.7,1,158.4
B12265,BARN-DDJ,2025-03-27,Thursday,3,0,Rail Welding,Rail Crane,Low,Fog,1,0.0,LOW,1.0,1.0,1,0.6666666666666666,70.3,-5.2,0,65.0
B09797,BBQ-VPY,2025-03-27,Thursday,3,0,Track Stabilization,Dynamic Track Stabilizer,Medium,Clear,3,0.0,LOW,0.0,0.75,1,0.7,175.2,1.5,0,176.7
B03728,BCGM-SLG,2025-03-27,Thursday,3,0,Signal Maintenance,Tower Wagon,Low,Clear,0,0.0,LOW,0.0,1.0,1,0.6666666666666666,92.9,6.3,0,99.2
B12711,BDL-MZP,2025-03-27,Thursday,3,0,Points Renewal,Rail Crane,Low,Light Rain,4,0.0,LOW,0.0,1.0,1,0.6666666666666666,189.5,-8.8,0,180.6
B09542,BGRA-DTAE,2025-03-27,Thursday,3,0,Points Renewal,Rail Crane,Low,Clear,4,1.0,LOW,0.0,1.0,1,0.3,198.8,0.3,0,199.1
B14528,BMG-DTK,2025-03-27,Thursday,3,0,OHE Maintenance,OHE Maintenance Special,Medium,Clear,23,3.0,MEDIUM,0.0,0.0,1,0.8125,130.1,4.2,0,134.3
